date,open,high,low,close,volume,rsi_14,rsi_30,ma_5,ma_10,ma_20,ma_50,dist_ma_5,dist_ma_20,retorno_1d,retorno_5d,retorno_10d,retorno_20d,volatilidad_5,volatilidad_10,volatilidad_20,rango_diario,rango_pct,volumen_ma_5,volumen_ma_20,volumen_ratio,momentum_5,momentum_10,momentum_20,bb_media,bb_superior,bb_inferior,bb_posicion,atr_14,atr_pct
2011-01-24,128.2899932861328,129.25,128.25999450683594,129.10000610351562,113715500,65.05138908494504,70.47547389711656,128.66400146484375,128.39800109863282,127.45250091552734,124.20460037231446,0.33887072818189107,1.2926424951678401,0.5686772720227218,-0.15467667712438793,1.5416129646660837,2.786630312034344,0.6167927871687082,0.7937795383808403,1.24102236959665,0.9900054931640625,0.7668516238258357,141456760.0,116129790.0,0.9792104162075898,-0.1999969482421875,1.9600067138671875,3.5000076293945312,127.45250091552734,129.93454565472064,124.97045617633404,0.831884667905654,1.0985706874302434,0.8509454961213417
2011-01-25,128.75999450683594,129.27999877929688,128.11000061035156,129.1699981689453,167552200,66.07924481375217,68.92654532288239,128.59400024414063,128.61700057983398,127.62850074768066,124.3552003479004,0.4479197503080452,1.2078003049743293,0.054215385066336275,-0.270233239630957,1.724676920865842,2.801429845061665,0.505105031806958,0.6477677698932083,1.2213854915929634,1.1699981689453125,0.9057816718515679,152086940.0,121601100.0,1.3778839171685124,-0.350006103515625,2.1899948120117188,3.5199966430664062,127.62850074768066,130.07127173086658,125.18572976449474,0.8155222965793936,1.0978562491280652,0.8499313034688954
2011-01-26,129.49000549316406,130.0500030517578,129.22999572753906,129.6699981689453,141281500,65.2631277032686,69.94536137488731,128.87799987792968,128.84100036621095,127.8205005645752,124.54460037231445,0.6145333507392988,1.4469491170829394,0.3870867903443376,1.1072110479105834,1.7578261464373135,3.0517335150693325,0.6435605602584206,0.5748915821534408,1.225597655208027,0.82000732421875,0.632380146369998,149951560.0,125899720.0,1.122174854717707,1.4199981689453125,2.2399978637695312,3.839996337890639,127.8205005645752,130.27169587499125,125.36930525415914,0.877264430237546,1.0707135881696388,0.8257219119989655
2011-01-27,129.6999969482422,130.2100067138672,129.47000122070312,129.99000549316406,123302700,69.3452360678742,70.43012894961659,129.26000061035157,128.98200073242188,128.02400093078614,124.7438005065918,0.5647569854289736,1.535653118231169,0.24678594026183998,1.4912583032507865,1.0965963929305378,3.2322167911391197,0.6178214925289743,0.6689780344153938,1.2313086092915428,0.7400054931640625,0.5692787613606017,139462960.0,129163200.0,0.9546271693485451,1.910003662109375,1.410003662109375,4.070007324218736,128.02400093078614,130.48661814936924,125.56138371220305,0.899169742569471,1.0649997166224867,0.8192935392086688
2011-01-28,130.13999938964844,130.35000610351562,127.51000213623048,127.72000122070312,295637300,53.31808040000978,62.296197588760315,129.1300018310547,128.91700134277343,128.12400093078614,124.93500045776368,-1.0919233256081937,-0.31531930563209476,-1.7462913889793708,-0.5063441000297653,-0.5063441000297653,1.5908367646998212,0.8691667727894387,0.7603820079937809,1.1095351823045956,2.840003967285142,2.2236172409500288,168297840.0,140114220.0,2.109973562997389,-0.649993896484375,-0.649993896484375,2.0,128.12400093078614,130.34307129539533,125.90493056617694,0.4089709554671641,1.1521432059151755,0.902085182354677
2011-01-31,128.07000732421875,128.77999877929688,127.75,128.67999267578125,149249200,58.909782162761736,62.90104684887115,129.0459991455078,128.8550003051758,128.2705005645752,125.14420028686523,-0.2836248098740826,0.3192410643161858,0.7516375241957807,-0.3253395878212384,-0.479513040481816,2.3300140562872773,0.8927667326839466,0.7509008438194268,0.9633904395629648,1.029998779296875,0.8004342849879026,175404580.0,143015735.0,1.0435858683661627,-0.420013427734375,-0.6200103759765625,2.92999267578125,128.2705005645752,130.19728144370114,126.34371968544927,0.6062632797642781,1.159285409109931,0.900905715802173
2011-02-01,129.4600067138672,130.97000122070312,129.3800048828125,130.74000549316406,167194300,64.8430299351948,69.51514086623605,129.36000061035156,128.97700042724608,128.45500068664552,125.35980041503906,1.0667941220634705,1.778836786660107,1.6008804279101563,1.2154581918978558,0.9419403802185755,2.9043702107610647,1.1778610809869465,0.944977523520149,1.0652979853552593,1.589996337890625,1.2161513470134895,175333000.0,144439190.0,1.1575411077838362,1.57000732421875,1.220001220703125,3.690002441406264,128.45500068664552,130.58559665735604,126.324404715935,1.0362360667932116,1.2664288112095423,0.9686620452802103
2011-02-02,130.39999389648438,130.83999633789062,130.3300018310547,130.49000549316406,118323600,59.31706329475725,67.90273530856342,129.5240020751953,129.2010009765625,128.63050079345703,125.5638005065918,0.7458103536732408,1.4456172433728234,-0.19121920567234385,0.632380146369993,1.7465929771259825,2.7642164462415852,1.2841103000625145,1.0162969233098234,1.0981313756251925,0.5099945068359375,0.3908303206122973,170741420.0,143484885.0,0.8246415641619673,0.82000732421875,2.2400054931640625,3.5100021362304688,128.63050079345703,130.8267635447074,126.43423804220664,0.9233338426033911,1.2107140677315849,0.927821301835266
2011-02-03,130.25999450683594,130.97999572753906,129.57000732421875,130.77999877929688,145886700,61.66505167004438,66.89653687936477,129.68200073242187,129.47100067138672,128.78750076293946,125.77560043334961,0.8466849992086023,1.5471206480084032,0.2222340975746251,0.6077338662581644,2.108055051251201,2.460043406975365,1.3992236872311608,1.043675745287874,1.1711044404041164,1.4099884033203125,1.0781376483263285,175258220.0,144080455.0,1.0125363637975742,0.7899932861328125,2.6999969482421875,3.1399993896484375,128.78750076293946,131.1297096437477,126.44529188213123,0.9253459272321282,1.2657132829938615,0.9678186991956375
2011-02-04,130.8300018310547,131.1999969482422,130.22999572753906,131.14999389648438,134634800,59.46770744994042,66.85496686267767,130.3679992675781,129.7490005493164,128.97550048828126,126.02960037231445,0.5998363350665762,1.6859740027918668,0.282914146384039,2.685556406982914,2.1656141505334237,2.9515617590476717,0.9726124102388308,1.0871623230521115,1.2350093197917202,0.970001220703125,0.7396120974803393,143057720.0,144686245.0,0.9305293671834527,3.42999267578125,2.779998779296875,3.7599945068359375,128.97550048828126,131.44551912786469,126.50548184869781,0.9401775301116453,1.2471422467912947,0.9509281775305715
2011-02-07,131.44000244140625,132.39999389648438,131.42999267578125,131.97000122070312,112439100,61.81289535600617,69.22147555211765,131.0260009765625,130.03600006103517,129.21700057983398,126.26500045776368,0.7204678743950101,2.1305251077765606,0.6252438904922775,2.556736658519476,2.2230789941917406,3.79896323284703,0.5779516331271748,1.261624184415919,1.3260792396834553,0.970001220703125,0.7350164520199713,135695700.0,142506470.0,0.7890104919446815,3.290008544921875,2.8699951171875,4.8300018310546875,129.21700057983398,131.86915905920088,126.56484210046708,1.01901133780028,1.2928564889090401,0.979659374820268
2011-02-08,132.08999633789062,132.63999938964844,131.72999572753906,132.57000732421875,99072800,72.26805096743747,70.2102760527729,131.39200134277343,130.3760009765625,129.49650077819825,126.5404005432129,0.8965583668766564,2.373428260648372,0.4546534045356099,1.3997259860528022,2.632197262112257,4.402271081669418,0.8614657865643042,1.4468543484822323,1.4158376223316085,0.910003662109375,0.6864325351388357,122071400.0,141340025.0,0.7009536046141212,1.8300018310546875,3.4000091552734375,5.590003967285156,129.49650077819825,132.32817602286147,126.66482553353504,1.0427011010201563,1.2414289202008928,0.9364327160100416
2011-02-09,132.2100067138672,132.6300048828125,131.61000061035156,132.27000427246094,146436700,71.31228462326534,68.67747879792044,131.7480010986328,130.63600158691406,129.7385009765625,126.80260055541993,0.39621335388407797,1.95123519760395,-0.22629783147263272,1.364088209338088,2.00509457872291,3.7981668019258175,0.7569852552479482,1.5367097932551348,1.4570688455161593,1.0200042724609375,0.771153125813655,127694020.0,143147510.0,1.0229776263659773,1.779998779296875,2.600006103515625,4.840003967285156,129.7385009765625,132.65263866759483,126.82436328553018,0.9343486074265859,1.2235723223005013,0.9250565379737069
